dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,selected_channels,session_train,session_test
BNCI2014-001,2,riemann_lr,clean,all_channels,1,0.0,0,22,0,0.6379310344827587,0.7538644470868014,0.211886431429041,0.12388302813605503,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.1,0,22,2,0.5172413793103449,0.5743162901307967,0.4681409710173848,0.4788289147562445,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.1,1,22,2,0.5,0.6777645659928656,0.3981079225667254,0.39795580261405655,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.1,2,22,2,0.5172413793103449,0.6789536266349584,0.35760827724726246,0.35596415335535336,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.1,3,22,2,0.5,0.6563614744351961,0.44189204515429387,0.44865760381039943,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.1,4,22,2,0.5172413793103449,0.49227110582639716,0.3784036565304916,0.36113784755204803,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.1,5,22,2,0.603448275862069,0.6230677764565994,0.25294391740307326,0.11680133545662374,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.1,6,22,2,0.5,0.5707491082045184,0.3763231393385109,0.3589032726963833,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.1,7,22,2,0.5172413793103449,0.5850178359096314,0.37527130267872905,0.37718237868773324,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.1,8,22,2,0.5,0.7098692033293699,0.41467102177289517,0.43562373807601085,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.1,9,22,2,0.5,0.6896551724137931,0.483377322581784,0.4866625212611492,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.2,0,22,4,0.5,0.6848989298454221,0.489597576456224,0.49108803109779076,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.2,1,22,4,0.5689655172413793,0.5850178359096314,0.28151517737624404,0.19708672724513418,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.2,2,22,4,0.5,0.4233055885850179,0.49178147415764845,0.4912147140284022,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.2,3,22,4,0.5,0.44946492271105826,0.49588512068117524,0.49552379211143865,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.2,4,22,4,0.5,0.6563614744351962,0.4073113733498729,0.41336092798409235,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.2,5,22,4,0.5,0.6718192627824019,0.4606063560881758,0.4680199298926135,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.2,6,22,4,0.5,0.5469678953626635,0.47649533169836855,0.477175892477527,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.2,7,22,4,0.5,0.5850178359096314,0.48961978047085697,0.4903159391351004,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.2,8,22,4,0.6896551724137931,0.7681331747919145,0.207905404719979,0.1265436466652312,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.2,9,22,4,0.5,0.5243757431629013,0.33205358375619576,0.28404666252356414,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.3,0,22,7,0.5,0.5695600475624257,0.4997642902692445,0.4997770342698201,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.3,1,22,7,0.5,0.5386444708680143,0.4769770030176781,0.4773252990657195,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.3,2,22,7,0.5,0.6373365041617123,0.4989810871285544,0.4990740285933075,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.3,3,22,7,0.5,0.6183115338882283,0.49941152355864704,0.4994706292245107,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.3,4,22,7,0.5,0.5291319857312723,0.47453300589147895,0.4748336192796732,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.3,5,22,7,0.5,0.582639714625446,0.46272342382642506,0.46534894422266554,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.3,6,22,7,0.5,0.44589774078478,0.3029080257415685,0.20866813125783681,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.3,7,22,7,0.5,0.5802615933412604,0.49932438315900013,0.4993426535670507,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.3,8,22,7,0.5,0.6135552913198573,0.4979551338358371,0.49806892391106494,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.3,9,22,7,0.5,0.6932223543400714,0.468730569119193,0.4731253286471783,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.5,0,22,11,0.5,0.4470868014268728,0.49946593953687457,0.4994540201745959,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.5,1,22,11,0.5,0.5671819262782403,0.49993726142753436,0.49993963146486936,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.5,2,22,11,0.5,0.6218787158145066,0.49758920418766783,0.49773135485658715,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.5,3,22,11,0.5,0.6183115338882283,0.498436263365774,0.49854426043964706,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.5,4,22,11,0.5172413793103449,0.6432818073721759,0.26825475111199854,0.2032494035999117,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.5,5,22,11,0.5,0.4363852556480381,0.4990289343031979,0.49902262753694043,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.5,6,22,11,0.5,0.46254458977407853,0.3880862175547072,0.36216414233707195,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.5,7,22,11,0.5,0.38882282996432815,0.49976806009800734,0.4997534746696086,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.5,8,22,11,0.5,0.5766944114149821,0.46001143608873,0.4609204573969776,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,1,0.5,9,22,11,0.5,0.5243757431629014,0.48116597411069695,0.48095048979337734,,,
BNCI2014-001,2,riemann_lr,clean,all_channels,2,0.0,0,22,0,0.6724137931034483,0.7455410225921522,0.2117453617988347,0.08026563534673439,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.1,0,22,2,0.5,0.6361474435196195,0.45484802590666534,0.4602163308902464,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.1,1,22,2,0.5862068965517241,0.760998810939358,0.23588049539194547,0.22068341164476632,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.1,2,22,2,0.5,0.7158145065398336,0.380804406448012,0.3897695032729025,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.1,3,22,2,0.6379310344827587,0.7717003567181927,0.21065306223768093,0.1471853037712119,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.1,4,22,2,0.5,0.5826397146254458,0.4805976953015473,0.4809698858169396,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.1,5,22,2,0.5,0.7170035671819263,0.44293712736595786,0.4525942625959993,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.1,6,22,2,0.5,0.6361474435196195,0.45484802590666534,0.4602163308902464,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.1,7,22,2,0.5517241379310345,0.7336504161712247,0.3676504205571196,0.3890989959082434,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.1,8,22,2,0.5344827586206897,0.7336504161712246,0.34966224196092655,0.35213307323450505,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.1,9,22,2,0.5,0.7158145065398336,0.380804406448012,0.3897695032729025,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.2,0,22,4,0.5,0.5873959571938169,0.48562722582809764,0.4864268584111319,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.2,1,22,4,0.5517241379310345,0.713436385255648,0.29680924261949854,0.27448004463825004,,,
BNCI2014-001,2,riemann_lr,channel_dropout,all_channels,2,0.2,2,22,4,0.6379310344827587,0.6872770511296076,0.2302343488798436,0.1923135484577774,,,
