dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,selected_channels,session_train,session_test
BNCI2014-001,9,riemann_lr,clean,all_channels,1,0.0,0,22,0,0.8275862068965517,0.9346016646848989,0.10607801941126527,0.09137277220298608,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.1,0,22,2,0.5172413793103449,0.9334126040428062,0.42317182882345866,0.45057551137870144,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.1,1,22,2,0.7758620689655172,0.8668252080856124,0.15054902901410494,0.12566064802493776,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.1,2,22,2,0.7758620689655172,0.929845422116528,0.1727984946938294,0.2046612276661233,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.1,3,22,2,0.5344827586206896,0.93935790725327,0.37412391464085115,0.41694993951569026,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.1,4,22,2,0.5172413793103449,0.9381688466111772,0.42702739437964027,0.4530451983989846,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.1,5,22,2,0.5,0.8228299643281807,0.4545973010771463,0.4697608972928024,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.1,6,22,2,0.7068965517241379,0.9310344827586207,0.17771389466033707,0.21312114074888083,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.1,7,22,2,0.5517241379310345,0.9239001189060643,0.3004080735720008,0.35382697564184024,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.1,8,22,2,0.603448275862069,0.929845422116528,0.25133026532476477,0.3040638266950936,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.1,9,22,2,0.7241379310344828,0.83115338882283,0.16892654832655699,0.12632871706228835,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.2,0,22,4,0.8275862068965517,0.9334126040428062,0.10978417350178561,0.11184103924120826,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.2,1,22,4,0.7241379310344827,0.7931034482758621,0.1904437579380214,0.19581578047689505,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.2,2,22,4,0.5,0.7752675386444708,0.49521504256591925,0.49651847015775963,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.2,3,22,4,0.8620689655172413,0.9286563614744352,0.10700369729143908,0.1217419457082719,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.2,4,22,4,0.5,0.8989298454221166,0.4384598992324399,0.4623693861724469,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.2,5,22,4,0.7413793103448276,0.8537455410225921,0.16236512498183345,0.1125555704426762,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.2,6,22,4,0.5,0.6349583828775268,0.4961990291779114,0.49687677469991426,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.2,7,22,4,0.5517241379310345,0.8727705112960762,0.3301464518149047,0.3703063037826326,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.2,8,22,4,0.5,0.8941736028537456,0.48299444540214376,0.49023319741207483,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.2,9,22,4,0.5689655172413793,0.9334126040428062,0.3345765000466893,0.38537353686327813,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.3,0,22,7,0.5,0.7550535077288942,0.4949530706318527,0.4960978509064819,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.3,1,22,7,0.5,0.9036860879904876,0.48854372858735795,0.4931401192889714,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.3,2,22,7,0.5,0.9013079667063021,0.4542488192863981,0.47056227716309,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.3,3,22,7,0.5,0.7669441141498217,0.47825489081064293,0.483619549918494,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.3,4,22,7,0.5,0.8525564803804992,0.4969490032977327,0.4980479344571238,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.3,5,22,7,0.5,0.7514863258026159,0.4998989815990201,0.49992628347033763,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.3,6,22,7,0.5172413793103449,0.8026159334126041,0.3182715141467878,0.34696053123099463,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.3,7,22,7,0.5344827586206896,0.8228299643281808,0.30434686107295245,0.3228673414363935,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.3,8,22,7,0.5,0.7586206896551725,0.47753016793772685,0.4831901215380918,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.3,9,22,7,0.5862068965517242,0.83115338882283,0.2700625316246801,0.2884091377147758,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.5,0,22,11,0.5,0.6123662306777646,0.4998057570603088,0.49982172027081356,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.5,1,22,11,0.5,0.6195005945303211,0.4914668364342671,0.49273964827835276,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.5,2,22,11,0.6379310344827587,0.8156956004756242,0.1991948164971687,0.13650543796648507,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.5,3,22,11,0.5,0.8370986920332938,0.4861911510636048,0.49040784754634204,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.5,4,22,11,0.5,0.6611177170035671,0.49931691620809976,0.49942624176245953,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.5,5,22,11,0.6379310344827587,0.7919143876337693,0.21129021403599038,0.1553340434754318,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.5,6,22,11,0.5,0.6099881093935791,0.49794427555183307,0.4980553348801202,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.5,7,22,11,0.5,0.7288941736028537,0.49998552798331464,0.49998827662087353,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.5,8,22,11,0.5,0.6611177170035671,0.4993491235794723,0.49946328384700456,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,1,0.5,9,22,11,0.5689655172413793,0.7502972651605232,0.26414567480894313,0.24595114106546562,,,
BNCI2014-001,9,riemann_lr,clean,all_channels,2,0.0,0,22,0,0.896551724137931,0.9643281807372176,0.08307534406526093,0.11522992833200936,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,2,0.1,0,22,2,0.5344827586206896,0.9322235434007135,0.2894522126219189,0.3496209436620234,,,
BNCI2014-001,9,riemann_lr,channel_dropout,all_channels,2,0.1,1,22,2,0.5,0.9334126040428061,0.44108169681041487,0.4653227680232816,,,
