dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,selected_channels,session_train,session_test
BNCI2014-001,7,csp_lda,clean,all_channels,1,0.0,0,22,0,0.8793103448275863,0.9714625445897741,0.0829843501888687,0.10395993123432362,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.1,0,22,2,0.5,0.9619500594530321,0.49983843196191197,0.49991759246411277,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.1,1,22,2,0.5517241379310345,0.7193816884661118,0.3231316460533734,0.331158906941523,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.1,2,22,2,0.5,0.6563614744351962,0.4724741838424264,0.48202063460821754,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.1,3,22,2,0.5,0.7586206896551724,0.49998013438134353,0.4999851107793215,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.1,4,22,2,0.5,0.925089179548157,0.4999999999999993,0.4999999999999996,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.1,5,22,2,0.5,0.8608799048751486,0.49999981795364123,0.4999999039750469,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.1,6,22,2,0.5,0.8466111771700358,0.4938247615850127,0.49635631975076255,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.1,7,22,2,0.5862068965517242,0.9512485136741975,0.30803583143639246,0.36573687447323705,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.1,8,22,2,0.5,0.8525564803804995,0.49971957396481226,0.49985832341558967,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.1,9,22,2,0.5,0.8180737217598097,0.4999999999604137,0.4999999999798139,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.2,0,22,4,0.5,0.8656361474435196,0.49983784691005045,0.49990894416148446,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.2,1,22,4,0.5,0.7895362663495837,0.47246788087185715,0.480213965170292,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.2,2,22,4,0.5,0.7835909631391201,0.4998614913465153,0.4999231057953828,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.2,3,22,4,0.5,0.8989298454221165,0.4999999999999986,0.49999999999999933,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.2,4,22,4,0.5,0.9334126040428062,0.4999934828475631,0.49999625539988335,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.2,5,22,4,0.5,0.8406658739595719,0.45077808212224246,0.46695667756728865,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.2,6,22,4,0.5,0.713436385255648,0.4999999999953245,0.4999999999971957,,,
BNCI2014-001,7,csp_lda,channel_dropout,all_channels,1,0.2,7,22,4,0.5,0.8002378121284186,0.4978581149265383,0.498651795079711,,,
