dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,selected_channels
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.3,5,64,19,0.5,0.55,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.3,6,64,19,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.3,7,64,19,0.775,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.3,8,64,19,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.3,9,64,19,0.5,0.85,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.5,0,64,32,0.5,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.5,1,64,32,0.7,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.5,2,64,32,0.5,0.55,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.5,3,64,32,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.5,4,64,32,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.5,5,64,32,0.5,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.5,6,64,32,0.5,0.7,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.5,7,64,32,0.5,0.35000000000000003,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.5,8,64,32,0.5,0.45,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,1,0.5,9,64,32,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,clean,all_channels,2,0.0,0,64,0,0.7,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.1,0,64,6,0.6,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.1,1,64,6,0.5,0.44999999999999996,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.1,2,64,6,0.625,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.1,3,64,6,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.1,4,64,6,0.5,0.7,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.1,5,64,6,0.625,0.9,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.1,6,64,6,0.6,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.1,7,64,6,0.5,0.6499999999999999,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.1,8,64,6,0.5,0.7000000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.1,9,64,6,0.5,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.2,0,64,13,0.5,0.7000000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.2,1,64,13,0.575,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.2,2,64,13,0.625,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.2,3,64,13,0.5,0.7000000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.2,4,64,13,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.2,5,64,13,0.5,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.2,6,64,13,0.625,0.6499999999999999,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.2,7,64,13,0.4,0.55,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.2,8,64,13,0.5,0.7,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.2,9,64,13,0.5,0.7000000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.3,0,64,19,0.5,0.45000000000000007,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.3,1,64,19,0.5,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.3,2,64,19,0.875,1.0,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.3,3,64,19,0.5,0.8500000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.3,4,64,19,0.525,0.5499999999999999,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.3,5,64,19,0.5,0.39999999999999997,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.3,6,64,19,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.3,7,64,19,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.3,8,64,19,0.625,0.85,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.3,9,64,19,0.625,0.7000000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.5,0,64,32,0.5,0.19999999999999998,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.5,1,64,32,0.5,0.45,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.5,2,64,32,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.5,3,64,32,0.5,0.55,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.5,4,64,32,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.5,5,64,32,0.5,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.5,6,64,32,0.5,0.4,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.5,7,64,32,0.5,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.5,8,64,32,0.5,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,2,0.5,9,64,32,0.5,0.04999999999999999,
PhysionetMotorImagery,10,csp_lda,clean,all_channels,3,0.0,0,64,0,0.45,0.45,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.1,0,64,6,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.1,1,64,6,0.5,0.45,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.1,2,64,6,0.4,0.4,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.1,3,64,6,0.5,0.3,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.1,4,64,6,0.5,0.44999999999999996,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.1,5,64,6,0.525,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.1,6,64,6,0.5,0.45,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.1,7,64,6,0.775,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.1,8,64,6,0.375,0.35,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.1,9,64,6,0.375,0.4,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.2,0,64,13,0.5,0.7000000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.2,1,64,13,0.5,0.7000000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.2,2,64,13,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.2,3,64,13,0.5,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.2,4,64,13,0.325,0.4,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.2,5,64,13,0.5,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.2,6,64,13,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.2,7,64,13,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.2,8,64,13,0.5,0.49999999999999994,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.2,9,64,13,0.6,0.7000000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.3,0,64,19,0.5,0.55,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.3,1,64,19,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.3,2,64,19,0.375,0.3,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.3,3,64,19,0.4,0.3,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.3,4,64,19,0.5,0.8500000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.3,5,64,19,0.5,0.7,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.3,6,64,19,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.3,7,64,19,0.5,0.35,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.3,8,64,19,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.3,9,64,19,0.5,0.24999999999999997,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.5,0,64,32,0.5,0.44999999999999996,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.5,1,64,32,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.5,2,64,32,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.5,3,64,32,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.5,4,64,32,0.625,0.8500000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.5,5,64,32,0.6,0.55,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.5,6,64,32,0.7,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.5,7,64,32,0.5,0.55,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.5,8,64,32,0.5,0.8500000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,3,0.5,9,64,32,0.5,0.44999999999999996,
PhysionetMotorImagery,10,csp_lda,clean,all_channels,4,0.0,0,64,0,0.75,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.1,0,64,6,0.5,0.9500000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.1,1,64,6,0.5,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.1,2,64,6,0.5,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.1,3,64,6,0.35,0.45,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.1,4,64,6,0.5,0.5499999999999999,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.1,5,64,6,0.625,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.1,6,64,6,0.5,0.3,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.1,7,64,6,0.625,0.4,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.1,8,64,6,0.5,0.7,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.1,9,64,6,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.2,0,64,13,0.5,0.7,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.2,1,64,13,0.5,0.45,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.2,2,64,13,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.2,3,64,13,0.5,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.2,4,64,13,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.2,5,64,13,0.5,0.39999999999999997,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.2,6,64,13,0.5,0.6499999999999999,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.2,7,64,13,0.5,1.0,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.2,8,64,13,0.6,0.7,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.2,9,64,13,0.375,0.3,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.3,0,64,19,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.3,1,64,19,0.625,0.5499999999999999,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.3,2,64,19,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.3,3,64,19,0.5,0.3,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.3,4,64,19,0.225,0.24999999999999997,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.3,5,64,19,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.3,6,64,19,0.475,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.3,7,64,19,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.3,8,64,19,0.5,0.45,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.3,9,64,19,0.625,0.6499999999999999,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.5,0,64,32,0.5,0.9,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.5,1,64,32,0.5,0.15,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.5,2,64,32,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.5,3,64,32,0.625,0.39999999999999997,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.5,4,64,32,0.5,0.24999999999999997,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.5,5,64,32,0.5,0.6500000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.5,6,64,32,0.5,0.7,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.5,7,64,32,0.5,0.45,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.5,8,64,32,0.45,0.35,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,4,0.5,9,64,32,0.5,0.19999999999999998,
PhysionetMotorImagery,10,csp_lda,clean,all_channels,5,0.0,0,64,0,0.675,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.1,0,64,6,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.1,1,64,6,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.1,2,64,6,0.4,0.35,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.1,3,64,6,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.1,4,64,6,0.5,0.6500000000000001,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.1,5,64,6,0.475,0.55,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.1,6,64,6,0.5,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.1,7,64,6,0.5,0.4,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.1,8,64,6,0.5,0.4,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.1,9,64,6,0.5,0.85,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.2,0,64,13,0.5,0.4,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.2,1,64,13,0.5,0.7,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.2,2,64,13,0.5,0.55,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.2,3,64,13,0.5,0.35,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.2,4,64,13,0.5,0.4,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.2,5,64,13,0.5,0.55,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.2,6,64,13,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.2,7,64,13,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.2,8,64,13,0.5,0.9,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.2,9,64,13,0.5,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.3,0,64,19,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.3,1,64,19,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.3,2,64,19,0.5,0.65,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.3,3,64,19,0.425,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.3,4,64,19,0.5,0.4,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.3,5,64,19,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.3,6,64,19,0.5,0.9,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.3,7,64,19,0.5,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.3,8,64,19,0.875,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.3,9,64,19,0.5,0.2,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.5,0,64,32,0.5,0.30000000000000004,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.5,1,64,32,0.5,0.75,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.5,2,64,32,0.35,0.5,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.5,3,64,32,0.5,0.35000000000000003,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.5,4,64,32,0.5,0.8,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.5,5,64,32,0.5,0.625,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.5,6,64,32,0.5,0.6,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.5,7,64,32,0.5,0.3,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.5,8,64,32,0.5,0.95,
PhysionetMotorImagery,10,csp_lda,channel_dropout,all_channels,5,0.5,9,64,32,0.475,0.35000000000000003,
PhysionetMotorImagery,10,csp_lda,reduced_montage,motor_core,1,0.0,0,3,0,0.9,0.9,"C3,Cz,C4"
PhysionetMotorImagery,10,csp_lda,reduced_montage,motor_core,2,0.0,0,3,0,0.675,0.8,"C3,Cz,C4"
PhysionetMotorImagery,10,csp_lda,reduced_montage,motor_core,3,0.0,0,3,0,0.875,0.8,"C3,Cz,C4"
PhysionetMotorImagery,10,csp_lda,reduced_montage,motor_core,4,0.0,0,3,0,0.625,0.6,"C3,Cz,C4"
PhysionetMotorImagery,10,csp_lda,reduced_montage,motor_core,5,0.0,0,3,0,0.65,0.75,"C3,Cz,C4"
PhysionetMotorImagery,10,csp_lda,reduced_montage,motor_extended,1,0.0,0,9,0,0.775,0.75,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4"
PhysionetMotorImagery,10,csp_lda,reduced_montage,motor_extended,2,0.0,0,9,0,0.875,1.0,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4"
PhysionetMotorImagery,10,csp_lda,reduced_montage,motor_extended,3,0.0,0,9,0,0.775,0.8,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4"
PhysionetMotorImagery,10,csp_lda,reduced_montage,motor_extended,4,0.0,0,9,0,0.675,0.75,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4"
PhysionetMotorImagery,10,csp_lda,reduced_montage,motor_extended,5,0.0,0,9,0,1.0,1.0,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4"
