dataset,pipeline,subject,metric,n_conditions,slope_per_100pct_dropout,slope_per_10pct_dropout,intercept,r_value,p_value_subject_slope
PhysionetMotorImagery,riemann_lr,1,roc_auc,5,-0.4670270270270269,-0.04670270270270269,0.9129459459459459,-0.9905948014836932,0.0010933826163303218
PhysionetMotorImagery,riemann_lr,1,balanced_accuracy,5,-0.46905405405405404,-0.04690540540540541,0.713391891891892,-0.8746587728061708,0.05225601660201232
PhysionetMotorImagery,riemann_lr,1,brier_score,5,0.43382919208306797,0.0433829192083068,0.17867545131125157,0.9665048388035803,0.007321715499936327
PhysionetMotorImagery,riemann_lr,1,ece,5,0.2302492798201534,0.02302492798201534,0.2712597411536465,0.9414427894919544,0.016859805510698336
PhysionetMotorImagery,riemann_lr,2,roc_auc,5,-0.5324324324324324,-0.05324324324324325,0.9301351351351352,-0.9966759280106021,0.00022994439411184463
PhysionetMotorImagery,riemann_lr,2,balanced_accuracy,5,-0.6566216216216216,-0.06566216216216217,0.7972567567567568,-0.88896236866786,0.043668695128535794
PhysionetMotorImagery,riemann_lr,2,brier_score,5,0.3711203155162065,0.03711203155162065,0.17975238630491297,0.903898762079565,0.03524242489543307
PhysionetMotorImagery,riemann_lr,2,ece,5,0.07282473690057875,0.007282473690057876,0.3141371825457999,0.4386909584224494,0.45991354351019614
PhysionetMotorImagery,riemann_lr,3,roc_auc,5,-0.24675675675675707,-0.024675675675675707,0.5814864864864866,-0.9897700836744096,0.0012401506279067294
PhysionetMotorImagery,riemann_lr,3,balanced_accuracy,5,-0.12594594594594585,-0.012594594594594586,0.5446081081081081,-0.481020229205399,0.4120606021882001
PhysionetMotorImagery,riemann_lr,3,brier_score,5,0.27563584271812186,0.027563584271812186,0.27280750274830556,0.9642695441211699,0.008063995642494094
PhysionetMotorImagery,riemann_lr,3,ece,5,0.09707758655842508,0.009707758655842509,0.3434962369377504,0.5064478882707614,0.3839077736827184
PhysionetMotorImagery,riemann_lr,4,roc_auc,5,-0.3824324324324324,-0.03824324324324324,0.8061351351351352,-0.9929531172388402,0.0007093651215716893
PhysionetMotorImagery,riemann_lr,4,balanced_accuracy,5,-0.3155405405405405,-0.03155405405405405,0.6404189189189189,-0.7102951188114363,0.17882609250697087
PhysionetMotorImagery,riemann_lr,4,brier_score,5,0.3538388044601435,0.03538388044601435,0.22876584730778982,0.9664007968911901,0.007355739720784094
PhysionetMotorImagery,riemann_lr,4,ece,5,0.25423945480703425,0.025423945480703425,0.2723429719239567,0.9761531318693099,0.004404750139807435
