metric,numerator,denominator,rate,ci_low,ci_high
clean_working,63.0,109,0.5779816513761468,0.47963363112764223,0.6719836285718968
dropout_failure_among_all,47.0,109,0.43119266055045874,0.3366849676752974,0.5295344956558863
montage_rescue_among_all,62.0,109,0.5688073394495413,0.4704655043441137,0.6633150323247026
montage_rescue_among_dropout_failures,27.0,47,0.574468085106383,0.4217847474246197,0.717420993216501
mean_deployability_score,,109,0.6853722604485218,,
