condition,n_subjects,mean_condition_auc,mean_clean_auc,mean_delta_auc,delta_ci_low,delta_ci_high,shapiro_p,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p,cohens_dz,paired_t_p_bh_fdr,wilcoxon_p_bh_fdr
dropout_0.1,109,0.6396788990825688,0.6754026503567789,-0.035723751274209986,-0.04272217621662202,-0.028896091719935867,0.353087566150765,-10.105853491742492,2.6762770656884556e-17,465.5,3.1015397852835024e-14,-0.9679652108984913,5.352554131376911e-17,6.203079570567005e-14
dropout_0.2,109,0.6039722222222222,0.6754026503567789,-0.07143042813455659,-0.0825588404206399,-0.060084673287748205,0.6437431110048245,-12.387568967406212,1.8319972355006482e-22,297.5,3.2716582815289186e-16,-1.1865139166971506,1.4655977884005186e-21,2.617326625223135e-15
dropout_0.3,109,0.5943827726809379,0.6754026503567789,-0.081019877675841,-0.09421652152567214,-0.06763659467641898,0.6407712133687354,-11.9405272163887,1.8444246623625707e-21,351.0,1.2332829337531985e-15,-1.1436950827255645,7.377698649450283e-21,4.933131735012794e-15
dropout_0.5,109,0.554394750254842,0.6754026503567789,-0.12100790010193681,-0.14041879082273967,-0.10033278564808852,0.32667755478741956,-11.849967116162796,2.9495823315379387e-21,370.0,1.963797110869348e-15,-1.1350209982867012,7.86555288410117e-21,5.236792295651595e-15
motor_core,109,0.6391641182466871,0.6754026503567789,-0.03623853211009175,-0.06323293809226109,-0.009582307723479832,0.3693115937602659,-2.5927975335396667,0.0108379520192948,2105.5,0.010250479702102137,-0.24834496298808623,0.012386230879194058,0.011714833945259585
motor_extended,109,0.6768705402650357,0.6754026503567789,0.0014678899082568718,-0.025697288373078515,0.029139041959971336,0.19386459879436158,0.10366034430668916,0.9176311471225812,2509.5,0.5793168918651876,0.009928860251202161,0.9176311471225812,0.5793168918651876
region_dropout_0.046875,109,0.6625815494393476,0.6754026503567789,-0.012821100917431192,-0.019742516629364205,-0.006457384921451883,0.003981760448794573,-3.7868890588909663,0.0002511437098401798,1178.0,0.00028883112393207405,-0.36271818798221567,0.0003348582797869064,0.0003851081652427654
region_dropout_0.140625,109,0.631880733944954,0.6754026503567789,-0.043521916411824665,-0.05423547400611623,-0.032949701348193715,0.34755061437912943,-7.9540455815985265,1.9076374296166964e-12,790.5,1.90930198826908e-10,-0.7618593931902229,3.0522198873867143e-12,3.054883181230528e-10
