subject,clean_auc,dropout50_auc,worst_dropout_auc,worst_dropout_delta,best_montage,best_montage_auc,clean_working_threshold,failure_threshold,clean_working,dropout_failure_at_50pct,montage_rescue,intervention_class
2,0.6840156276541532,0.5229828435535926,0.5229828435535926,-0.16103278410056066,motor_extended,0.6052998131476134,0.6,0.6,True,True,True,A_high
6,0.8465347375573297,0.5875462884321386,0.5875462884321386,-0.25898844912519103,motor_extended,0.791268897570919,0.6,0.6,True,True,True,A_high
7,0.9423560387294035,0.7303677594700188,0.7303677594700188,-0.2119882792593848,motor_extended,0.7955240360115509,0.6,0.6,True,False,True,B_fragile
1,0.96230677764566,0.8305894343468659,0.8305894343468659,-0.13171734329879403,motor_extended,0.9487514863258026,0.6,0.6,True,False,True,C_ok_dev
3,0.9966196704603364,0.9000263291999321,0.9000263291999321,-0.09659334126040431,motor_extended,0.9922880924069984,0.6,0.6,True,False,True,C_ok_dev
4,0.889001189060642,0.6956030236113471,0.6956030236113471,-0.1933981654492949,motor_extended,0.8589434346865975,0.6,0.6,True,False,True,C_ok_dev
5,0.6623152709359605,0.521127059622898,0.521127059622898,-0.14118821131306258,motor_extended,0.5696959402072362,0.6,0.6,True,True,False,C_ok_dev
8,0.9963733650416172,0.9093103448275862,0.9093103448275862,-0.087063020214031,motor_extended,0.9882198063529812,0.6,0.6,True,False,True,C_ok_dev
9,0.918872091048072,0.792063869543061,0.792063869543061,-0.12680822150501103,motor_extended,0.9037285544419909,0.6,0.6,True,False,True,C_ok_dev
